chunk_id,doc_title,section,page_start,page_end,text,source_url
smallbusinesshandbook-p108-c02,Governor’s Small Business Handbook,,108,108,"Permits: US Bureau of Alcohol, Tobacco, Firearms, and Explosives Tax Permits: Texas Comptroller of Public Accounts | BUSINESS LICENSES AND PERMITS",
smallbusinesshandbook-p109-c01,Governor’s Small Business Handbook,,109,109,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 109 Health Club**, Gym ** A health spa is defined by the Texas Secretary of State as a business that offers for sale, or sells, memberships that provide the members instruction in or the use of facilities for a physical exercise program. Please check with the Texas Secretary of State’s office for FAQs and licensing. Child Care Licenses: Texas Department of Family and Protective Services Health Regulations, Tanning Facility Licenses: Texas Department of State Health Services Health Spa Licenses: Texas Secretary of State Tax Permits: Texas Comptroller of Public Accounts Herbs Environmental Regulations: Texas Department on Environmental Quality Nursery/Floral Registration: Texas Department of Agriculture Processing/Packaging Herbs Regulations: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts Home Health Home Health Agency License, Home Health Aide License: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts Hospice Hospice Agency License, Medication Aide Permit: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts Hospital, Medical, Health Clinic Audiometric Equipment Registration, Facility Licenses, Narcotic Drug Permits, Controlled Substance Registrations, Nurse Aide Certifications, Official Vaccination Stamps, Perfusionist Licenses, Radiation Machine Registrations, Respiratory Licenses, Social Worker Licenses: Texas Department of State Health Services Environmental Regulations: Texas Department on Environmental Quality Federal Surpluses: Texas Facilities Commission Medical Licenses, Nonprofit Health Organization Certifications, Physician Assistant License and Registration, Physician Permit: Texas State Board of Medical Examiners Nurse, Registered; Nurse, Vocational: Texas Board of Nursing Pesticide Licenses: Texas Department of Agriculture Tax Permits: Texas Comptroller of Public Accounts Hotel, Motel, Bed and Breakfast Alcohol Licenses: Texas Alcoholic Beverage Commission Health/Food Regulations, Sanitation Regulations: Texas Department of State Health Services Pesticide Licenses: Texas Department of Agriculture Sign Registrations: Texas Department of Transportation Tax Permits: Texas Comptroller of Public Accounts Import/Export Alcohol Licenses and Regulations: Texas Alcoholic Beverage Commission, US Bureau of Alcohol, Tobacco, Firearms, and Explosives Firearm Regulations: US Bureau of Alcohol, Tobacco, Firearms, and Explosives BUSINESS LICENSES AND PERMITS |",
smallbusinesshandbook-p109-c02,Governor’s Small Business Handbook,,109,109,"Texas Department of Agriculture Sign Registrations: Texas Department of Transportation Tax Permits: Texas Comptroller of Public Accounts Import/Export Alcohol Licenses and Regulations: Texas Alcoholic Beverage Commission, US Bureau of Alcohol, Tobacco, Firearms, and Explosives Firearm Regulations: US Bureau of Alcohol, Tobacco, Firearms, and Explosives BUSINESS LICENSES AND PERMITS |",
smallbusinesshandbook-p110-c01,Governor’s Small Business Handbook,,110,110,"110 | GOVERNOR’S SMALL BUSINESS HANDBOOK Animal Hide Regulations: US Fish and Wildlife Department Aquatic/Fish Products Regulations: US Food and Drug Administration, US Department of Agriculture Bees/Beekeeping Equipment Regulations, Livestock Export Facilities Regulation, Livestock Export Procedures, Phytosanitary (Plant) Certificate, Vegetable/Sweet Potato Certificates: Texas Department of Agriculture Coin-operated Machine Licenses: Texas Comptroller of Public Accounts Edible Products, :US Food and Drug Administration Export Regulations: US Department of Commerce Fireworks License: Texas Department of Insurance, Fire Marshal’s Office Hazardous Consumer Products/Bedding Regulations: Texas Department of State Health Services Import Regulations: US Customs Service Motor Vehicle and Vehicle Registration: Texas Department of Transportation Plumbing Fixture Certification: Texas Department on Environmental Quality Security Regulations: US Customs and Border Protection Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: US Department of Transportation, Texas Department of Transportation Insurance Agency Agent/Representative Licenses and Company Licenses: Texas Department of Insurance Insurance Claims /Medical Billing Certificates of Authority: Texas Department of Insurance Interior Decorating/Design Registration: Texas Board of Architectural Examiners Tax Permits: Texas Comptroller of Public Accounts Inventor Boiler Certification: Texas Department of Licensing and Regulation Consumer Product Safety Regulations: Texas Department of State Health Services Environmental Regulations: Texas Department on Environmental Quality Fire regulations: Local Fire Marshal Patents and Trademark Information: US Office on Patents and Trademarks Tax Permits: Texas Comptroller of Public Accounts Investment, Stock Brokerage, Venture Capital Trading Advice Registration, Trading and Markets Regulations, Permits: Texas State Securities Board Landscaping, Lawn Care Environmental Regulations, Irrigation Licenses: Texas Department on Environmental Quality Landscape Architecture Licenses: Texas Board of Architectural Examiners Nursery/Floral Landscapes, Pesticide/Herbicide Applicator Licenses: Texas Department of Agriculture Tax Permits: Texas Comptroller of Public Accounts Language Translation Accreditation: American Translator Association | BUSINESS LICENSES AND PERMITS",
smallbusinesshandbook-p110-c02,Governor’s Small Business Handbook,,110,110,PERMITS,
smallbusinesshandbook-p111-c01,Governor’s Small Business Handbook,,111,111,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 111 Laundromat Environmental Regulations: Texas Department on Environmental Quality Health Regulations: Local Health Department Lottery Permits: Texas Lottery Commission Tax Permits: Texas Comptroller of Public Accounts Limousine Service Alcohol Licenses: Texas Alcoholic Beverage Commission Commercial Drivers Licenses: Texas Department of Public Safety Tax Permits: Texas Comptroller of Public Accounts Liquefied Petroleum Gas (LPG Gas) Boiler Certification: Texas Department of Licensing and Regulation Environmental Regulations: Texas Department on Environmental Quality Fire Regulations: Local Fire Department LPG Gas Licenses: Railroad Commission of Texas Tax Permits: Texas Comptroller of Public Accounts Liquor Alcohol Licenses: Texas Alcoholic Beverage Commission Tax Permits: Texas Comptroller of Public Accounts Loan – Finance Licenses: Office of Consumer Credit Commissioner Lobbyist Registrations: Texas Ethics Commission Locksmith No state license required but may be certified by Associated Locksmiths of America. Tax Permits: Texas Comptroller of Public Accounts Lumber, Logging, Saw Mill Environmental Regulations: Texas Department on Environmental Quality Fire Regulations: Local Fire Marshal Forest Management Assistance, Texas Timber Price Trends: Texas Forest Service Tax Permits: Texas Comptroller of Public Accounts Mail Order Mail Regulations: Local U.S. Post Office Tax Permits: Texas Comptroller of Public Accounts Trade Laws: Federal Trade Commission Manufactured Housing Dealer Creditor Registrations: Office of Consumer Credit Commissioner Environmental Regulations: Texas Department on Environmental Quality Manufactured Housing Retailer Permits: Texas Department of Housing and Community Affairs Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: Texas Department of Transportation Manufactured Housing Park Environmental Regulations: Texas Department on Environmental Quality Fire Regulations: Local Fire Marshal Sanitation Regulations: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts BUSINESS LICENSES AND PERMITS |",
smallbusinesshandbook-p112-c01,Governor’s Small Business Handbook,,112,112,"112 | GOVERNOR’S SMALL BUSINESS HANDBOOK Manufacturing, General Alcohol Licenses: Texas Alcoholic Beverage Commission Aviation Regulations: Federal Aviation Administration Bingo Equipment, Devices, or Supplies Regulations: Texas Lottery Commission Boat Regulations: Texas Parks and Wildlife Boiler Certification: Texas Department of Licensing and Regulation Butane Regulations, Petroleum Regulations: Texas Railroad Commission Clothing Manufacturers Registrations: Federal Trade Commission Environmental Regulations, Plumbing Regulations: Texas Department on Environmental Quality Feed/Fertilizer Permits: Office of the Texas State Chemist Fire Regulations: Local Fire Marshal Food, Drugs, Cosmetics, or Other Related Products: U.S. Food and Drug Administration Hazardous Chemical Inventory Registrations, Hazardous Consumer Products/Bedding Regulations, Health Licenses, Industrialized Housing/ Building Regulations, Medical Device Manufacturer License: Texas Department of State Health Services Manufactured Homes Licenses: Texas Department of Housing and Community Affairs Motor Vehicle Registration, Transportation Regulations: Texas Department of Transportation Nursery/Floral Registration, Organic Food and Fiber Regulations, Pesticide Manufacturer Registration/ License, Pet Food Renderer License, Radiation Machine Registrations: Texas Department of Agriculture Tax Permits, Tobacco Permits: Texas Comptroller of Public Accounts Utility Trailer Regulations: Texas Department of Public Safety, Texas Department of Transportation Vehicle Registrations: Texas Department of Transportation Massage Therapy Establishment Registration, Massage Therapist Registration: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts Medical Laboratory AIDS, HIV or Related Conditions Registry, Asbestos Testing Regulations, Clinical Laboratory Certificates, Medical Laboratory Practitioner Registration, Radioactive Materials License: Texas Department of State Health Services Alcohol Testing Regulations, Laboratory Apparatus Permits: Texas Department of Public Safety Dental Regulations: Texas State Board of Dental Examiners Environmental Regulations: Texas Department on Environmental Quality Fire Regulations: Local Fire Marshal Health Regulations: Local Health Department LPG Gas Licenses: Texas Railroad Commission Tax Permits: Texas Comptroller of Public Accounts Medical Practice Audiometric Equipment Registrations, Laboratory Practitioner Registration, Nurse Aide, Official Vaccination Stamps, Perfusionist Licenses, Radiation Machine Registrations, Radiologic Technologist Certificate, Respiratory Care Practitioner License: Texas | BUSINESS LICENSES AND PERMITS",
smallbusinesshandbook-p112-c02,Governor’s Small Business Handbook,,112,112,"Equipment Registrations, Laboratory Practitioner Registration, Nurse Aide, Official Vaccination Stamps, Perfusionist Licenses, Radiation Machine Registrations, Radiologic Technologist Certificate, Respiratory Care Practitioner License: Texas | BUSINESS LICENSES AND PERMITS",
smallbusinesshandbook-p113-c01,Governor’s Small Business Handbook,,113,113,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 113 Department of State Health Services Controlled Substances Registrations: Texas Department of Public Safety Environmental Regulations: Texas Department on Environmental Quality Medical License, Nonprofit Health Organization Certifications, Physician Assistant License and Registration, Physician Permit: Texas State Board of Medical Examiners Medicinal Alcohol Permits: Texas Alcoholic Beverage Commission Nurse, Registered and Vocational: Board of Nurse Examiners Tax Permits: Texas Comptroller of Public Accounts Membership Warehouse Alcohol Licenses: Texas Alcoholic Beverage Commission Aquatic/ Fish Licenses: Texas Department of Agriculture, Texas Parks and Wildlife Service Controlled Substances Registrations: Texas Department of Public Safety Environmental Regulations: Texas Department on Environmental Quality Glue/Paint Registrations, Health Licenses, Medical Devices/Supplies/Equipment Licenses, Optical Registrations: Texas Department of State Health Services Lottery Permits: Texas Lottery Commission LPG Gas Licenses: Texas Railroad Commission Nursery/Floral Registration, Pesticide/Herbicide Licenses, Produce Licenses, Weighing/ Measuring Device Permits: Texas Department of Agriculture Pharmacy: Texas State Board of Pharmacy Tax Permits, Tobacco Permits: Texas Comptroller of Public Accounts Meteorology No state license is required but may be certified through the American Meteorological Society and/or the National Weather Association. Mining Brine Mining Permit, Coal Mining Permit, Regulations: Texas Railroad Commission Environmental Regulations, Uranium Mining Permits: Texas Department on Environmental Quality Prospect Permits: Texas General Land Office Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: Texas Department of Transportation Money/Currency Exchange Licenses: Texas State Securities Board Tax Permits: Texas Comptroller of Public Accounts Mortgage First mortgage companies are not regulated through the state but may be certified through the Texas Mortgage Bankers Association. Secondary Mortgage License: Office of Consumer Credit Commissioner Securities Regulations: Texas State Securities Board Real Estate Licenses: Texas Real Estate Commission Motor Vehicle Dealer, Motorcycles, House and Travel Trailers, Semi-Trailers Creditor Regulations: Office of Consumer Credit Commissioner Environmental Regulations: Texas Department on Environmental Quality Motor Vehicle Dealer General Distinguishing Number (GDN), Transportation Regulations: Texas Department of Transportation BUSINESS LICENSES AND PERMITS |",
smallbusinesshandbook-p113-c02,Governor’s Small Business Handbook,,113,113,"Semi-Trailers Creditor Regulations: Office of Consumer Credit Commissioner Environmental Regulations: Texas Department on Environmental Quality Motor Vehicle Dealer General Distinguishing Number (GDN), Transportation Regulations: Texas Department of Transportation BUSINESS LICENSES AND PERMITS |",
smallbusinesshandbook-p114-c01,Governor’s Small Business Handbook,,114,114,"114 | GOVERNOR’S SMALL BUSINESS HANDBOOK Tax Permits, Tobacco Permits: Texas Comptroller of Public Accounts Mover/Carrier of Household Goods Household Goods Carrier Registration, Transportation Regulations: Texas Department of Transportation Tax Permits: Texas Comptroller of Public Accounts Music/Film/Multimedia No state license required. Copyright Information: Federal Copyright Office Environmental Regulations: Texas Department on Environmental Quality Music/Film/Television, and Multimedia Industries Information: Office of the Governor: Music Office and Film Commission Tax Permits: Texas Comptroller of Public Accounts Nonprofit Organization Texas Association of Nonprofit Organizations (TANO) Tax-Exempt Numbers: Internal Revenue Service, Texas Comptroller of Public Accounts Nursery, Florist, Greenhouse Environmental Regulations: Texas Department on Environmental Quality Nursery/Floral Registrations, Pesticide Licenses: Texas Department of Agriculture Tax Permits: Texas Comptroller of Public Accounts Nursing Home/Continuing Care Facility Continuing Care Facility Certificate of Authority: Texas Department of Insurance Controlled Substances Registrations: Texas Department of Public Safety Facility Licenses: Texas Department of Aging and Disability Services Medication Aide Permits, Nurse Aide Certifications, Nursing Home Administrator Licenses, Special Care Facility Licenses: Texas Department of State Health Services Pesticide Licenses: Texas Department of Agriculture Tax Permits: Texas Comptroller of Public Accounts Oil and Gas Compressed/Liquid Natural/Petroleum Gas Licenses, Refinery Permit, : Texas Railroad Commission Crude Oil and Natural Gas Questionnaire: Texas Comptroller of Public Accounts Environmental Regulations, Petroleum Storage Tank Regulations: Texas Department on Environmental Quality Geophysical Permit, Oil and Gas Leases, Surface Leases and Easements: Texas General Land Office Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: Texas Department of Transportation Optometry Controlled Substances Registrations: Texas Department of Public Safety Environmental Regulations: Texas Department on Environmental Quality Optometrist Licenses: Texas Optometry Board Spectacle/Contact Lens Dispensing Registrations, Vision Screener Registration: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts | BUSINESS LICENSES AND PERMITS",
smallbusinesshandbook-p114-c02,Governor’s Small Business Handbook,,114,114,Comptroller of Public Accounts | BUSINESS LICENSES AND PERMITS,
smallbusinesshandbook-p115-c01,Governor’s Small Business Handbook,,115,115,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 115 Ostrich/Emu Farm Environmental Regulations, Petroleum Storage Tank Registration: Texas Department on Environmental Quality Flock Owner/ Hatchery Certificates: Texas Animal Health Commission Import/Export Regulations, Livestock Export Facilities Regulations, Livestock Export Procedures, Meat Products Processing Regulations: U.S. Department of Agriculture Pesticide Licenses, Weighing/Measuring Device Permits: Texas Department of Agriculture Passport Photo/Visa Environmental Regulations: Texas Department on Environmental Quality Passport Photo Regulations: US Department of State Tax Permits: Texas Comptroller of Public Accounts Transit Visas Appointments: Consulate Office of the foreign country Pawnshop Firearm Regulations: US Bureau of Alcohol, Tobacco, Firearms, and Explosives Lottery Permits: Texas Lottery Commission Pawnshop Licenses: Office of Consumer Credit Commissioner Tax Permits: Texas Comptroller of Public Accounts Pest Control – Exterminating Applicator/Technician Licenses, Herbicide Licenses: Texas Department of Agriculture Environmental Regulations: Texas Department on Environmental Quality Tax Permits: Texas Comptroller of Public Accounts Pet Cemetery Environmental Regulations: Texas Department on Environmental Quality Health Regulations: Local Health Department Tax Permits: Texas Comptroller of Public Accounts Pet Store, Kennels, Stables, Grooming, Wildlife Preserve Bird/Fish Regulations: US Fish and Wildlife Department Environmental Regulations: Texas Department on Environmental Quality Health Regulations: Local Health Department Tax Permits: Texas Comptroller of Public Accounts Wildlife Permits: Texas Parks and Wildlife Department Pharmaceuticals, Medical Supply and Equipment Boiler Certification: Texas Department of Licensing and Regulation Controlled Substances Registrations: Texas Department of Public Safety Drug License/Regulations: U.S. Food and Drug Administration Environmental Regulations: Texas Department on Environmental Quality Medical Devices/Equipment/Supplies/Beds Licenses, Radiation Machine Registrations: Texas Department of State Health Services Pharmacy Licenses: Texas State Board of Pharmacy Tax Permits: Texas Comptroller of Public Accounts Weights/Measures Device Permits: Texas Department of Agriculture Pharmacy Controlled Substances Registrations: Texas Department of Public Safety Drug License/Regulations: U.S. Food and Drug Administration Medical Devices/Equipment/Supplies/Beds Licenses, Radiation Machine Registrations: BUSINESS LICENSES AND PERMITS |",
smallbusinesshandbook-p115-c02,Governor’s Small Business Handbook,,115,115,"License/Regulations: U.S. Food and Drug Administration Medical Devices/Equipment/Supplies/Beds Licenses, Radiation Machine Registrations: BUSINESS LICENSES AND PERMITS |",
smallbusinesshandbook-p116-c01,Governor’s Small Business Handbook,,116,116,"116 | GOVERNOR’S SMALL BUSINESS HANDBOOK Texas Department of State Health Services Pharmacy Licenses: Texas State Board of Pharmacy Tax Permits: Texas Comptroller of Public Accounts Photography, Photo Finishing Environmental Regulations: Texas Department on Environmental Quality Tax Permits: Texas Comptroller of Public Accounts Physical Therapy Massage Therapy Licenses, Radiation Machine Registrations: Texas Department of State Health Services Physical and Occupational Therapist Licenses: Texas Board of Physical Therapy Examiners Radiologic Technologist Licenses: Texas State Board of Medical Examiners Tax Permits: Texas Comptroller of Public Accounts Pipeline Services Environmental Regulations: Texas Department on Environmental Quality Industrial/Pipeline Operation Permit, Oil and Gas Regulation: Texas Railroad Commission Oil Storage/Handler Facility Certificate, Right of Way Easements: Texas General Land Office Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: U.S. Department of Transportation Plumbing Backflow Prevention Testing Accreditations, Plumbing Fixture Certificates, Sewage System Permits, Waste Transporters Registration: Texas Commission on Environmental Quality Licenses: Texas Department of Licensing and Regulations Tax Permits: Texas Comptroller of Public Accounts Podiatry Controlled Substances Registrations: Texas Department of Public Safety Licenses: Texas State Board of Podiatric Medical Examiners Radiologic Technologist Licenses, Radiation Machine Registrations: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts Poultry Egg Licenses, Meat Products Processing Regulations, Pesticide Licenses: Texas Department of Agriculture Environmental Regulations: Texas Department on Environmental Quality Hatchery/Feed Certificate and Poultry Testing Reports: Texas Animal Health Commission Printing, Publishing Copyright Information: Federal Information Center Environmental Regulations: Texas Department on Environmental Quality Tax Permits: Texas Comptroller of Public Accounts Produce Citrus License, Organic Food and Fiber Certification, Pesticide License, Phytosanitary/ Sweet Potato Certificates, Produce Licenses and Regulations, Weights/Measures Device Permits: Texas Department of Agriculture Environmental Regulations: Texas Department on Environmental Quality | BUSINESS LICENSES AND PERMITS",
smallbusinesshandbook-p116-c02,Governor’s Small Business Handbook,,116,116,| BUSINESS LICENSES AND PERMITS,
smallbusinesshandbook-p117-c01,Governor’s Small Business Handbook,,117,117,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 117 Health Regulations: Local Health Department Packaging/ Labeling Regulations: Texas Department of State Health Services Transportation Regulations: U.S. Department of Transportation Vending Permits: Texas Department of Transportation Property Management No state license required Regulations: Texas Real Estate Commission Race Track, Horse, Greyhound Alcohol Licenses: Texas Alcoholic Beverage Commission Health Regulations: Local Health Department Insurance Regulations: Texas Department of Insurance Racing/Pari-mutuel Betting Licenses: Texas Racing Commission Tax Permits: Texas Comptroller of Public Accounts Radio, Television Music/Film/Television, and Multimedia Industries Information: Office of the Governor: Music Office and Film Commission Regulations: Federal Communications Commission Tax Permits: Texas Comptroller of Public Accounts Radon Testing Radiographer Certifications and Code Enforcement Officer Registration: Texas Department of State Health Services Real Estate Appraiser Licenses: Texas Appraiser Licensing and Certification Board Broker/Salesman Licenses, Inspector Licenses, Residential Service Company Licenses, Timeshare Registrations: Texas Real Estate Commission Surveyor Licenses: Texas Board of Professional Land Surveying Title Insurance Licenses: Texas Department of Insurance Recreational Vehicle Park Environmental Regulations: Texas Department on Environmental Quality Fire Regulations: Local Fire Marshal Health Regulations: Local Heath Department Membership Camping Resort Registrations: Texas Secretary of State Propane License: Texas Railroad Commission Tax Permits: Texas Comptroller of Public Accounts Recycling Boiler Certifications: Texas Department of Licensing and Regulations Environmental Regulations: Texas Department on Environmental Quality Tax Permits: Texas Comptroller of Public Accounts Religious Organizations – Churches No state license required. See National Association of Church Business Administration. Tax-Exempt Numbers: Internal Revenue Service, Texas Comptroller of Public Accounts Repair/Maintenance Aviation Regulations: Federal Aviation Administration Boat Regulations: Texas Parks and Wildlife Environmental Regulations: Texas Department on Environmental Quality Tax Permits: Texas Comptroller of Public Accounts BUSINESS LICENSES AND PERMITS |",
smallbusinesshandbook-p118-c01,Governor’s Small Business Handbook,,118,118,"118 | GOVERNOR’S SMALL BUSINESS HANDBOOK Restaurant/Bar/Food Service Alcohol Licenses: Texas Alcoholic Beverage Commission Copyrighted Music Licenses: American Society of Composers, Authors and Publishers Credit Card Payment Procedures: Your Financial Institution Food Establishment Permit: Texas Department of State Health Services Health Regulations: Local Health Department Lottery Permits: Texas Lottery Commission Sign Permits: Texas Department of Transportation Tax Permits: Texas Comptroller of Public Accounts Retail Alcohol Licenses: Texas Alcoholic Beverage Commission Aquatic/Fish Licenses, Nursery/Floral Certificates, Organic Food and Fiber Regulations, Pesticide/Herbicide Dealer Licenses, Produce Licenses, Weights/Measures Device Permits: Texas Department of Agriculture Controlled Substance Registrations, Laboratory Apparatus Permits: Texas Department of Public Safety Copyrighted Music: American Society of Composers, Authors and Publishers Creditor Regulations: Office of Consumer Credit Commissioner Environmental Regulations, Petroleum Storage Tank Registration: Texas Department on Environmental Quality Flock Testing Reports: Texas Animal Health Commission Firearms/Explosives Permits: U.S. Bureau of Alcohol, Tobacco, Firearms, and Explosives Fireworks Permit: State Fire Marshal or Local Fire Marshal Food Programs, Glue/Paint Regulations, Health Regulations, Medical Devices/Supplies/ Equipment/Beds License: Texas Department of State Health Services Fur Licenses: Texas Parks and Wildlife Industrialized Housing and Buildings Permit: Texas Department of Licensing and Regulation Lottery Permits: Texas Lottery Commission LPG/CPG Gas Licenses: Texas Railroad Commission Manufactured Home Retailer License: Texas Department of Housing and Community Affairs Motor Vehicle Dealer License, Salvage Vehicle/Parts License, Sign Permits, Vending Permits: Texas Department of Transportation Pharmacy Licenses: Texas State Board of Pharmacy State Seal Agreements: Texas Secretary of State Tax Permits: Texas Comptroller of Public Accounts Tobacco Products Retail Permit: Texas Comptroller of Public Accounts University Logo/Trademark Agreements: The University whose logo/trademark you wish to use. Rock Quarry Environmental Regulations: Texas Department on Environmental Quality Regulations: Texas Railroad Commission Transportation Regulations: U.S. Department of Transportation Salvage Yard Environmental Regulations: Texas Department on Environmental Quality | BUSINESS LICENSES AND PERMITS",
smallbusinesshandbook-p118-c02,Governor’s Small Business Handbook,,118,118,Regulations: U.S. Department of Transportation Salvage Yard Environmental Regulations: Texas Department on Environmental Quality | BUSINESS LICENSES AND PERMITS,
smallbusinesshandbook-p119-c01,Governor’s Small Business Handbook,,119,119,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 119 Regulations, Salvage Vehicle/Parts License: Texas Department of Transportation Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: U.S. Department of Transportation, Texas Department of Transportation Sanitation Environmental Regulations, Transporter Registration: Texas Department on Environmental Quality Professional Sanitarian Licenses: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: U.S. Department of Transportation, Texas Department of Transportation Savings and Loan Bank Licenses: Texas Department of Savings and Mortgage Lending State Depositories Applications: Texas Comptroller of Public Accounts Scale/Meter Device Registrations, Weights/Measures Device Permit: Texas Department of Agriculture Tax Permits: Texas Comptroller of Public Accounts Scuba Diving Instruction Regulations: Texas Workforce Commission Security/Private Investigation/Alarm System Installation Licenses: Texas Board of Private Investigators and Private Security Agencies Shipping Commercial Driver’s License (CDL): Texas Department of Public Safety Environmental Regulations, Transporter Regulations: Texas Department on Environmental Quality Export Regulations: U.S. Department of Commerce Import Regulations: U.S. Customs Service Shipyard/Coastal Waterway Boiler Certification: Texas Department of Licensing and Regulation Butane Regulations: Texas Railroad Commission Coastal Easement Requirements, Dredging/Construction Regulations: Texas General Land Office Environmental Regulations: Texas Department on Environmental Quality Fire Regulations: Local Fire Marshal Shipyard Regulations: US Coast Guard Silk Screening Environmental Regulations: Texas Department on Environmental Quality Tax Permits: Texas Comptroller of Public Accounts Speech and Hearing Audiometric Equipment Registration, Speech-Language Licenses, Hearing Instrument Licenses: Texas Department of State Health Services Controlled Substance Registrations: Texas Department of Public Safety Environmental Regulations: Texas Department on Environmental Quality Sign Language Licenses: Texas Department of Assistive and Rehabilitative Services BUSINESS LICENSES AND PERMITS |",
smallbusinesshandbook-p120-c01,Governor’s Small Business Handbook,,120,120,"120 | GOVERNOR’S SMALL BUSINESS HANDBOOK Sporting Goods Aquatic/Fish/Fishing/Hunting Licenses: Texas Department of Agriculture Firearm Regulations: U.S. Bureau on Alcohol, Tobacco, Firearms, and Explosives Lottery Permits: Texas Lottery Commission Tax Permits: Texas Comptroller of Public Accounts Steel Yard Environmental Regulations: Texas Department on Environmental Quality Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: U.S. Department of Transportation, Texas Department of Transportation Talent, Modeling Agency Licenses: Texas Department of Licensing and Regulation Proprietary School Regulations: Texas Workforce Commission Tanning Salon Health Spa Licenses: Texas Secretary of State Tanning Salon Licenses: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts Tattoo Parlor, Permanent Makeup Services Health Regulations: Local Health Department Tattoo Studio Licenses: Texas Department of State Health Services Tax Permits: Texas Comptroller of Public Accounts Tax Preparation No state license required specifically for tax preparation. Certified Public Accountant License: Texas State Board of Public Accountancy Enrolled Agent Exams: Internal Revenue Service Taxidermy Environmental Regulations: Texas Department on Environmental Quality Regulations: Texas Parks and Wildlife Tax Permits: Texas Comptroller of Public Accounts Telemarketing Automatic Dial Permits: Public Utility Commission Telephone Solicitation Registrations: Texas Secretary of State Tax Permits: Texas Comptroller of Public Accounts Trade Laws: Federal Trade Commission Telephone services, phone cards Emergency Surcharge: Commission on State Emergency Communications Regulations: Public Utility Commission Tax Permits: Texas Comptroller of Public Accounts Television Cable Cable Company Franchise Agreement: City in which you will operate. Regulations: Federal Communications Commission Tax Permits: Texas Comptroller of Public Accounts Tire Recycling/Retreading Boiler Certification: Texas Department of Licensing and Regulation Butane Regulations: Texas Railroad Commission Environmental Regulations, Tire Storage Site Registration: Texas Department on | BUSINESS LICENSES AND PERMITS",
smallbusinesshandbook-p121-c01,Governor’s Small Business Handbook,,121,121,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 121 Environmental Quality Fire Regulations: Local Fire Marshal Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: U.S. Department of Transportation, Texas Department of Transportation Toner Cartridge Recharge Environmental Regulations: Texas Department on Environmental Quality Tax Permits: Texas Comptroller of Public Accounts Tow Truck, Wrecker Services Transportation Regulations: U.S. Department of Transportation, Texas Department of Transportation Tax Permits: Texas Comptroller of Public Accounts Trading Company Permits, Trading Advice Registration, Trading and Markets Regulation: Texas State Securities Board Tax Permits: Texas Comptroller of Public Accounts Transportation Services Alcohol Licenses: Texas Alcoholic Beverage Commission Aquatic/Fish/Fur Licenses, Produce/Egg Licenses, Public Scale Registrations: Texas Department of Agriculture Asbestos Transporter, Dead Animal Hauler License, Health Regulations, Milk Tanker Regulations: Texas Department of State Health Services Commercial Driver’s Licenses (CDL): Texas Department of Public Safety Environmental Regulations, Medical Waste Registration, Tire (Used and Scrap) Transporter Regulations, Waste/Sludge Transporter Registration: Texas Department on Environmental Quality Hazardous and Explosive Materials Regulations: US Department of Transportation, Texas Department of Public Safety Manufactured Home Retailer License: Texas Department of Housing and Community Affairs Mover/Carrier of Household Goods Registration: Texas Department of Transportation Oil and Gas Hauler Permits: Texas Railroad Commission Security Regulations: Texas Department of Public Safety Tax Permits: Texas Comptroller of Public Accounts Transportation Regulations: U.S. Department of Transportation, Texas Department of Transportation Travel Agency No state license required. Tax Permits: Texas Comptroller of Public Accounts Trust Company Charter: Texas Department of Banking Upholstery Bedding Registration: Texas Department of State Health Services Environmental Regulations: Texas Department on Environmental Quality Tax Permits: Texas Comptroller of Public Accounts BUSINESS LICENSES AND PERMITS |",
